id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,source,scraped_at
268,2020,27,2021-02-20,Mallorca,Alavés,4,1,H,Generated,2025-07-12T11:53:36.885099
265,2020,27,2021-02-20,Real Betis,Celta Vigo,1,0,H,Generated,2025-07-12T11:53:36.885052
261,2020,27,2021-02-20,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.884989
263,2020,27,2021-02-20,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.885021
274,2020,28,2021-02-27,Athletic Bilbao,Real Sociedad,2,2,D,Generated,2025-07-12T11:53:36.885198
272,2020,28,2021-02-27,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.885166
279,2020,28,2021-02-27,Cádiz,Elche,2,0,H,Generated,2025-07-12T11:53:36.885278
276,2020,28,2021-02-27,Espanyol,Getafe,1,2,A,Generated,2025-07-12T11:53:36.885230
280,2020,28,2021-02-27,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.885294
277,2020,28,2021-02-27,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.885247
278,2020,28,2021-02-27,Mallorca,Alavés,2,4,A,Generated,2025-07-12T11:53:36.885263
275,2020,28,2021-02-27,Real Betis,Celta Vigo,1,4,A,Generated,2025-07-12T11:53:36.885214
271,2020,28,2021-02-27,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.885150
273,2020,28,2021-02-27,Valencia,Villarreal,2,3,A,Generated,2025-07-12T11:53:36.885182
284,2020,29,2021-03-06,Athletic Bilbao,Real Sociedad,3,0,H,Generated,2025-07-12T11:53:36.885358
282,2020,29,2021-03-06,Atlético Madrid,Sevilla,2,1,H,Generated,2025-07-12T11:53:36.885327
289,2020,29,2021-03-06,Cádiz,Elche,2,0,H,Generated,2025-07-12T11:53:36.885449
286,2020,29,2021-03-06,Espanyol,Getafe,1,0,H,Generated,2025-07-12T11:53:36.885392
290,2020,29,2021-03-06,Granada,Huesca,3,0,H,Generated,2025-07-12T11:53:36.885470
287,2020,29,2021-03-06,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.885411
288,2020,29,2021-03-06,Mallorca,Alavés,4,2,H,Generated,2025-07-12T11:53:36.885428
285,2020,29,2021-03-06,Real Betis,Celta Vigo,1,1,D,Generated,2025-07-12T11:53:36.885373
281,2020,29,2021-03-06,Real Madrid,Barcelona,2,1,H,Generated,2025-07-12T11:53:36.885311
283,2020,29,2021-03-06,Valencia,Villarreal,2,0,H,Generated,2025-07-12T11:53:36.885342
294,2020,30,2021-03-13,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.885559
292,2020,30,2021-03-13,Atlético Madrid,Sevilla,3,3,D,Generated,2025-07-12T11:53:36.885518
299,2020,30,2021-03-13,Cádiz,Elche,2,0,H,Generated,2025-07-12T11:53:36.885670
296,2020,30,2021-03-13,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.885601
300,2020,30,2021-03-13,Granada,Huesca,1,3,A,Generated,2025-07-12T11:53:36.885697
297,2020,30,2021-03-13,Levante,Osasuna,2,3,A,Generated,2025-07-12T11:53:36.885625
298,2020,30,2021-03-13,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.885644
295,2020,30,2021-03-13,Real Betis,Celta Vigo,1,2,A,Generated,2025-07-12T11:53:36.885580
291,2020,30,2021-03-13,Real Madrid,Barcelona,3,1,H,Generated,2025-07-12T11:53:36.885495
293,2020,30,2021-03-13,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.885539
304,2020,31,2021-03-20,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.885822
302,2020,31,2021-03-20,Atlético Madrid,Sevilla,3,1,H,Generated,2025-07-12T11:53:36.885760
309,2020,31,2021-03-20,Cádiz,Elche,2,1,H,Generated,2025-07-12T11:53:36.885990
306,2020,31,2021-03-20,Espanyol,Getafe,0,2,A,Generated,2025-07-12T11:53:36.885889
310,2020,31,2021-03-20,Granada,Huesca,1,4,A,Generated,2025-07-12T11:53:36.886030
307,2020,31,2021-03-20,Levante,Osasuna,3,1,H,Generated,2025-07-12T11:53:36.885925
308,2020,31,2021-03-20,Mallorca,Alavés,1,0,H,Generated,2025-07-12T11:53:36.885957
305,2020,31,2021-03-20,Real Betis,Celta Vigo,1,1,D,Generated,2025-07-12T11:53:36.885855
301,2020,31,2021-03-20,Real Madrid,Barcelona,2,0,H,Generated,2025-07-12T11:53:36.885728
303,2020,31,2021-03-20,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.885789
314,2020,32,2021-03-27,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.886169
312,2020,32,2021-03-27,Atlético Madrid,Sevilla,1,3,A,Generated,2025-07-12T11:53:36.886105
319,2020,32,2021-03-27,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.886320
316,2020,32,2021-03-27,Espanyol,Getafe,3,0,H,Generated,2025-07-12T11:53:36.886246
320,2020,32,2021-03-27,Granada,Huesca,2,0,H,Generated,2025-07-12T11:53:36.886346
317,2020,32,2021-03-27,Levante,Osasuna,4,1,H,Generated,2025-07-12T11:53:36.886270
318,2020,32,2021-03-27,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.886297
315,2020,32,2021-03-27,Real Betis,Celta Vigo,2,0,H,Generated,2025-07-12T11:53:36.886211
311,2020,32,2021-03-27,Real Madrid,Barcelona,2,3,A,Generated,2025-07-12T11:53:36.886071
313,2020,32,2021-03-27,Valencia,Villarreal,1,3,A,Generated,2025-07-12T11:53:36.886137
324,2020,33,2021-04-03,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.886460
322,2020,33,2021-04-03,Atlético Madrid,Sevilla,2,3,A,Generated,2025-07-12T11:53:36.886398
329,2020,33,2021-04-03,Cádiz,Elche,0,3,A,Generated,2025-07-12T11:53:36.886603
326,2020,33,2021-04-03,Espanyol,Getafe,3,2,H,Generated,2025-07-12T11:53:36.886517
330,2020,33,2021-04-03,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.886638
327,2020,33,2021-04-03,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.886540
328,2020,33,2021-04-03,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.886572
325,2020,33,2021-04-03,Real Betis,Celta Vigo,1,0,H,Generated,2025-07-12T11:53:36.886490
321,2020,33,2021-04-03,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.886376
323,2020,33,2021-04-03,Valencia,Villarreal,1,0,H,Generated,2025-07-12T11:53:36.886427
334,2020,34,2021-04-10,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.886745
332,2020,34,2021-04-10,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.886698
339,2020,34,2021-04-10,Cádiz,Elche,1,1,D,Generated,2025-07-12T11:53:36.886880
336,2020,34,2021-04-10,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.886802
340,2020,34,2021-04-10,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.886905
337,2020,34,2021-04-10,Levante,Osasuna,2,0,H,Generated,2025-07-12T11:53:36.886828
338,2020,34,2021-04-10,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.886854
335,2020,34,2021-04-10,Real Betis,Celta Vigo,0,1,A,Generated,2025-07-12T11:53:36.886774
331,2020,34,2021-04-10,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.886673
333,2020,34,2021-04-10,Valencia,Villarreal,2,3,A,Generated,2025-07-12T11:53:36.886720
344,2020,35,2021-04-17,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.887020
342,2020,35,2021-04-17,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.886966
349,2020,35,2021-04-17,Cádiz,Elche,1,3,A,Generated,2025-07-12T11:53:36.887141
346,2020,35,2021-04-17,Espanyol,Getafe,0,1,A,Generated,2025-07-12T11:53:36.887074
350,2020,35,2021-04-17,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.887165
347,2020,35,2021-04-17,Levante,Osasuna,0,2,A,Generated,2025-07-12T11:53:36.887096
348,2020,35,2021-04-17,Mallorca,Alavés,3,3,D,Generated,2025-07-12T11:53:36.887119
345,2020,35,2021-04-17,Real Betis,Celta Vigo,0,1,A,Generated,2025-07-12T11:53:36.887048
341,2020,35,2021-04-17,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.886935
343,2020,35,2021-04-17,Valencia,Villarreal,2,3,A,Generated,2025-07-12T11:53:36.886993
354,2020,36,2021-04-24,Athletic Bilbao,Real Sociedad,1,0,H,Generated,2025-07-12T11:53:36.887265
352,2020,36,2021-04-24,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.887212
359,2020,36,2021-04-24,Cádiz,Elche,1,3,A,Generated,2025-07-12T11:53:36.887373
356,2020,36,2021-04-24,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.887310
360,2020,36,2021-04-24,Granada,Huesca,3,4,A,Generated,2025-07-12T11:53:36.887394
357,2020,36,2021-04-24,Levante,Osasuna,0,4,A,Generated,2025-07-12T11:53:36.887333
358,2020,36,2021-04-24,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.887355
355,2020,36,2021-04-24,Real Betis,Celta Vigo,1,2,A,Generated,2025-07-12T11:53:36.887289
351,2020,36,2021-04-24,Real Madrid,Barcelona,3,0,H,Generated,2025-07-12T11:53:36.887193
353,2020,36,2021-04-24,Valencia,Villarreal,0,2,A,Generated,2025-07-12T11:53:36.887235
364,2020,37,2021-05-01,Athletic Bilbao,Real Sociedad,4,2,H,Generated,2025-07-12T11:53:36.887486
362,2020,37,2021-05-01,Atlético Madrid,Sevilla,3,4,A,Generated,2025-07-12T11:53:36.887443
369,2020,37,2021-05-01,Cádiz,Elche,2,1,H,Generated,2025-07-12T11:53:36.887597
366,2020,37,2021-05-01,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.887529
370,2020,37,2021-05-01,Granada,Huesca,3,4,A,Generated,2025-07-12T11:53:36.887617
367,2020,37,2021-05-01,Levante,Osasuna,4,0,H,Generated,2025-07-12T11:53:36.887552
368,2020,37,2021-05-01,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.887574
365,2020,37,2021-05-01,Real Betis,Celta Vigo,2,1,H,Generated,2025-07-12T11:53:36.887507
361,2020,37,2021-05-01,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.887422
363,2020,37,2021-05-01,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.887465
374,2020,38,2021-05-08,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.887703
372,2020,38,2021-05-08,Atlético Madrid,Sevilla,4,2,H,Generated,2025-07-12T11:53:36.887661
379,2020,38,2021-05-08,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.887812
376,2020,38,2021-05-08,Espanyol,Getafe,2,0,H,Generated,2025-07-12T11:53:36.887748
380,2020,38,2021-05-08,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.887831
377,2020,38,2021-05-08,Levante,Osasuna,1,2,A,Generated,2025-07-12T11:53:36.887768
378,2020,38,2021-05-08,Mallorca,Alavés,4,1,H,Generated,2025-07-12T11:53:36.887791
375,2020,38,2021-05-08,Real Betis,Celta Vigo,0,0,D,Generated,2025-07-12T11:53:36.887725
371,2020,38,2021-05-08,Real Madrid,Barcelona,2,2,D,Generated,2025-07-12T11:53:36.887640
373,2020,38,2021-05-08,Valencia,Villarreal,1,4,A,Generated,2025-07-12T11:53:36.887682
384,2021,1,2021-08-22,Athletic Bilbao,Real Sociedad,1,3,A,Generated,2025-07-12T11:53:36.888256
382,2021,1,2021-08-22,Atlético Madrid,Sevilla,3,0,H,Generated,2025-07-12T11:53:36.888216
389,2021,1,2021-08-22,Cádiz,Elche,2,3,A,Generated,2025-07-12T11:53:36.888354
386,2021,1,2021-08-22,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.888295
390,2021,1,2021-08-22,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.888377
387,2021,1,2021-08-22,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.888314
388,2021,1,2021-08-22,Mallorca,Alavés,2,1,H,Generated,2025-07-12T11:53:36.888334
385,2021,1,2021-08-22,Real Betis,Celta Vigo,2,2,D,Generated,2025-07-12T11:53:36.888276
381,2021,1,2021-08-22,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.888185
383,2021,1,2021-08-22,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.888236
394,2021,2,2021-08-29,Athletic Bilbao,Real Sociedad,0,4,A,Generated,2025-07-12T11:53:36.888465
392,2021,2,2021-08-29,Atlético Madrid,Sevilla,0,0,D,Generated,2025-07-12T11:53:36.888422
399,2021,2,2021-08-29,Cádiz,Elche,3,2,H,Generated,2025-07-12T11:53:36.888578
396,2021,2,2021-08-29,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.888506
400,2021,2,2021-08-29,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.888598
397,2021,2,2021-08-29,Levante,Osasuna,2,3,A,Generated,2025-07-12T11:53:36.888530
398,2021,2,2021-08-29,Mallorca,Alavés,0,2,A,Generated,2025-07-12T11:53:36.888554
395,2021,2,2021-08-29,Real Betis,Celta Vigo,4,1,H,Generated,2025-07-12T11:53:36.888484
391,2021,2,2021-08-29,Real Madrid,Barcelona,2,1,H,Generated,2025-07-12T11:53:36.888399
393,2021,2,2021-08-29,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.888444
404,2021,3,2021-09-05,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.888716
402,2021,3,2021-09-05,Atlético Madrid,Sevilla,2,2,D,Generated,2025-07-12T11:53:36.888658
409,2021,3,2021-09-05,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.888846
406,2021,3,2021-09-05,Espanyol,Getafe,1,0,H,Generated,2025-07-12T11:53:36.888774
410,2021,3,2021-09-05,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.888868
407,2021,3,2021-09-05,Levante,Osasuna,3,1,H,Generated,2025-07-12T11:53:36.888801
408,2021,3,2021-09-05,Mallorca,Alavés,2,2,D,Generated,2025-07-12T11:53:36.888821
405,2021,3,2021-09-05,Real Betis,Celta Vigo,2,3,A,Generated,2025-07-12T11:53:36.888744
401,2021,3,2021-09-05,Real Madrid,Barcelona,3,1,H,Generated,2025-07-12T11:53:36.888627
403,2021,3,2021-09-05,Valencia,Villarreal,3,0,H,Generated,2025-07-12T11:53:36.888688
414,2021,4,2021-09-12,Athletic Bilbao,Real Sociedad,2,2,D,Generated,2025-07-12T11:53:36.888956
412,2021,4,2021-09-12,Atlético Madrid,Sevilla,1,2,A,Generated,2025-07-12T11:53:36.888911
419,2021,4,2021-09-12,Cádiz,Elche,2,4,A,Generated,2025-07-12T11:53:36.889085
416,2021,4,2021-09-12,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.888998
420,2021,4,2021-09-12,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.889105
417,2021,4,2021-09-12,Levante,Osasuna,2,3,A,Generated,2025-07-12T11:53:36.889020
418,2021,4,2021-09-12,Mallorca,Alavés,0,1,A,Generated,2025-07-12T11:53:36.889059
415,2021,4,2021-09-12,Real Betis,Celta Vigo,0,3,A,Generated,2025-07-12T11:53:36.888976
411,2021,4,2021-09-12,Real Madrid,Barcelona,1,3,A,Generated,2025-07-12T11:53:36.888891
413,2021,4,2021-09-12,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.888934
424,2021,5,2021-09-19,Athletic Bilbao,Real Sociedad,3,1,H,Generated,2025-07-12T11:53:36.889189
422,2021,5,2021-09-19,Atlético Madrid,Sevilla,2,2,D,Generated,2025-07-12T11:53:36.889151
429,2021,5,2021-09-19,Cádiz,Elche,4,1,H,Generated,2025-07-12T11:53:36.889292
426,2021,5,2021-09-19,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.889231
430,2021,5,2021-09-19,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.889313
427,2021,5,2021-09-19,Levante,Osasuna,2,0,H,Generated,2025-07-12T11:53:36.889251
428,2021,5,2021-09-19,Mallorca,Alavés,2,3,A,Generated,2025-07-12T11:53:36.889271
425,2021,5,2021-09-19,Real Betis,Celta Vigo,2,2,D,Generated,2025-07-12T11:53:36.889210
421,2021,5,2021-09-19,Real Madrid,Barcelona,4,0,H,Generated,2025-07-12T11:53:36.889131
423,2021,5,2021-09-19,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.889170
434,2021,6,2021-09-26,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.889416
432,2021,6,2021-09-26,Atlético Madrid,Sevilla,2,1,H,Generated,2025-07-12T11:53:36.889369
439,2021,6,2021-09-26,Cádiz,Elche,0,2,A,Generated,2025-07-12T11:53:36.889515
436,2021,6,2021-09-26,Espanyol,Getafe,0,1,A,Generated,2025-07-12T11:53:36.889455
440,2021,6,2021-09-26,Granada,Huesca,1,3,A,Generated,2025-07-12T11:53:36.889535
437,2021,6,2021-09-26,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.889475
438,2021,6,2021-09-26,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.889497
435,2021,6,2021-09-26,Real Betis,Celta Vigo,0,1,A,Generated,2025-07-12T11:53:36.889436
431,2021,6,2021-09-26,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.889337
433,2021,6,2021-09-26,Valencia,Villarreal,1,4,A,Generated,2025-07-12T11:53:36.889396
444,2021,7,2021-10-03,Athletic Bilbao,Real Sociedad,2,3,A,Generated,2025-07-12T11:53:36.889620
442,2021,7,2021-10-03,Atlético Madrid,Sevilla,2,0,H,Generated,2025-07-12T11:53:36.889579
449,2021,7,2021-10-03,Cádiz,Elche,3,1,H,Generated,2025-07-12T11:53:36.889722
446,2021,7,2021-10-03,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.889661
450,2021,7,2021-10-03,Granada,Huesca,3,1,H,Generated,2025-07-12T11:53:36.889743
447,2021,7,2021-10-03,Levante,Osasuna,0,0,D,Generated,2025-07-12T11:53:36.889684
448,2021,7,2021-10-03,Mallorca,Alavés,2,1,H,Generated,2025-07-12T11:53:36.889703
445,2021,7,2021-10-03,Real Betis,Celta Vigo,1,2,A,Generated,2025-07-12T11:53:36.889640
441,2021,7,2021-10-03,Real Madrid,Barcelona,3,3,D,Generated,2025-07-12T11:53:36.889557
443,2021,7,2021-10-03,Valencia,Villarreal,3,2,H,Generated,2025-07-12T11:53:36.889599
454,2021,8,2021-10-10,Athletic Bilbao,Real Sociedad,1,3,A,Generated,2025-07-12T11:53:36.889831
452,2021,8,2021-10-10,Atlético Madrid,Sevilla,2,1,H,Generated,2025-07-12T11:53:36.889789
459,2021,8,2021-10-10,Cádiz,Elche,2,0,H,Generated,2025-07-12T11:53:36.889941
456,2021,8,2021-10-10,Espanyol,Getafe,2,0,H,Generated,2025-07-12T11:53:36.889871
460,2021,8,2021-10-10,Granada,Huesca,2,0,H,Generated,2025-07-12T11:53:36.889967
457,2021,8,2021-10-10,Levante,Osasuna,1,1,D,Generated,2025-07-12T11:53:36.889891
458,2021,8,2021-10-10,Mallorca,Alavés,1,2,A,Generated,2025-07-12T11:53:36.889918
455,2021,8,2021-10-10,Real Betis,Celta Vigo,2,3,A,Generated,2025-07-12T11:53:36.889851
451,2021,8,2021-10-10,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.889766
453,2021,8,2021-10-10,Valencia,Villarreal,4,0,H,Generated,2025-07-12T11:53:36.889811
464,2021,9,2021-10-17,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.890053
462,2021,9,2021-10-17,Atlético Madrid,Sevilla,4,2,H,Generated,2025-07-12T11:53:36.890012
469,2021,9,2021-10-17,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.890154
466,2021,9,2021-10-17,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.890095
470,2021,9,2021-10-17,Granada,Huesca,1,1,D,Generated,2025-07-12T11:53:36.890175
467,2021,9,2021-10-17,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.890112
468,2021,9,2021-10-17,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.890132
465,2021,9,2021-10-17,Real Betis,Celta Vigo,3,2,H,Generated,2025-07-12T11:53:36.890073
461,2021,9,2021-10-17,Real Madrid,Barcelona,2,4,A,Generated,2025-07-12T11:53:36.889993
463,2021,9,2021-10-17,Valencia,Villarreal,1,3,A,Generated,2025-07-12T11:53:36.890033
474,2021,10,2021-10-24,Athletic Bilbao,Real Sociedad,3,1,H,Generated,2025-07-12T11:53:36.890261
472,2021,10,2021-10-24,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.890219
479,2021,10,2021-10-24,Cádiz,Elche,1,0,H,Generated,2025-07-12T11:53:36.890373
476,2021,10,2021-10-24,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.890309
480,2021,10,2021-10-24,Granada,Huesca,2,2,D,Generated,2025-07-12T11:53:36.890395
477,2021,10,2021-10-24,Levante,Osasuna,1,1,D,Generated,2025-07-12T11:53:36.890330
478,2021,10,2021-10-24,Mallorca,Alavés,4,1,H,Generated,2025-07-12T11:53:36.890350
475,2021,10,2021-10-24,Real Betis,Celta Vigo,2,3,A,Generated,2025-07-12T11:53:36.890284
471,2021,10,2021-10-24,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.890196
473,2021,10,2021-10-24,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.890240
484,2021,11,2021-10-31,Athletic Bilbao,Real Sociedad,2,2,D,Generated,2025-07-12T11:53:36.890498
482,2021,11,2021-10-31,Atlético Madrid,Sevilla,3,2,H,Generated,2025-07-12T11:53:36.890448
489,2021,11,2021-10-31,Cádiz,Elche,2,2,D,Generated,2025-07-12T11:53:36.890603
486,2021,11,2021-10-31,Espanyol,Getafe,1,4,A,Generated,2025-07-12T11:53:36.890541
490,2021,11,2021-10-31,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.890627
487,2021,11,2021-10-31,Levante,Osasuna,2,2,D,Generated,2025-07-12T11:53:36.890560
488,2021,11,2021-10-31,Mallorca,Alavés,0,1,A,Generated,2025-07-12T11:53:36.890582
485,2021,11,2021-10-31,Real Betis,Celta Vigo,0,0,D,Generated,2025-07-12T11:53:36.890520
481,2021,11,2021-10-31,Real Madrid,Barcelona,3,1,H,Generated,2025-07-12T11:53:36.890424
483,2021,11,2021-10-31,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.890475
494,2021,12,2021-11-07,Athletic Bilbao,Real Sociedad,3,0,H,Generated,2025-07-12T11:53:36.890721
492,2021,12,2021-11-07,Atlético Madrid,Sevilla,2,0,H,Generated,2025-07-12T11:53:36.890675
499,2021,12,2021-11-07,Cádiz,Elche,2,2,D,Generated,2025-07-12T11:53:36.891171
496,2021,12,2021-11-07,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.891099
500,2021,12,2021-11-07,Granada,Huesca,1,1,D,Generated,2025-07-12T11:53:36.891189
497,2021,12,2021-11-07,Levante,Osasuna,0,0,D,Generated,2025-07-12T11:53:36.891129
498,2021,12,2021-11-07,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.891152
495,2021,12,2021-11-07,Real Betis,Celta Vigo,1,1,D,Generated,2025-07-12T11:53:36.890984
491,2021,12,2021-11-07,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.890652
493,2021,12,2021-11-07,Valencia,Villarreal,3,3,D,Generated,2025-07-12T11:53:36.890698
504,2021,13,2021-11-14,Athletic Bilbao,Real Sociedad,1,0,H,Generated,2025-07-12T11:53:36.891269
502,2021,13,2021-11-14,Atlético Madrid,Sevilla,2,2,D,Generated,2025-07-12T11:53:36.891232
509,2021,13,2021-11-14,Cádiz,Elche,1,0,H,Generated,2025-07-12T11:53:36.891358
506,2021,13,2021-11-14,Espanyol,Getafe,3,0,H,Generated,2025-07-12T11:53:36.891303
510,2021,13,2021-11-14,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.891375
507,2021,13,2021-11-14,Levante,Osasuna,1,3,A,Generated,2025-07-12T11:53:36.891322
508,2021,13,2021-11-14,Mallorca,Alavés,1,2,A,Generated,2025-07-12T11:53:36.891341
505,2021,13,2021-11-14,Real Betis,Celta Vigo,3,1,H,Generated,2025-07-12T11:53:36.891286
501,2021,13,2021-11-14,Real Madrid,Barcelona,3,1,H,Generated,2025-07-12T11:53:36.891214
503,2021,13,2021-11-14,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.891252
514,2021,14,2021-11-21,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.891443
512,2021,14,2021-11-21,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.891410
519,2021,14,2021-11-21,Cádiz,Elche,3,2,H,Generated,2025-07-12T11:53:36.891526
516,2021,14,2021-11-21,Espanyol,Getafe,2,3,A,Generated,2025-07-12T11:53:36.891476
520,2021,14,2021-11-21,Granada,Huesca,3,0,H,Generated,2025-07-12T11:53:36.891543
517,2021,14,2021-11-21,Levante,Osasuna,0,0,D,Generated,2025-07-12T11:53:36.891493
518,2021,14,2021-11-21,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.891509
515,2021,14,2021-11-21,Real Betis,Celta Vigo,2,1,H,Generated,2025-07-12T11:53:36.891460
511,2021,14,2021-11-21,Real Madrid,Barcelona,2,3,A,Generated,2025-07-12T11:53:36.891393
513,2021,14,2021-11-21,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.891426
524,2021,15,2021-11-28,Athletic Bilbao,Real Sociedad,0,0,D,Generated,2025-07-12T11:53:36.891615
522,2021,15,2021-11-28,Atlético Madrid,Sevilla,4,1,H,Generated,2025-07-12T11:53:36.891582
529,2021,15,2021-11-28,Cádiz,Elche,2,3,A,Generated,2025-07-12T11:53:36.891698
526,2021,15,2021-11-28,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.891649
530,2021,15,2021-11-28,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.891714
527,2021,15,2021-11-28,Levante,Osasuna,2,2,D,Generated,2025-07-12T11:53:36.891665
528,2021,15,2021-11-28,Mallorca,Alavés,0,1,A,Generated,2025-07-12T11:53:36.891682
525,2021,15,2021-11-28,Real Betis,Celta Vigo,3,0,H,Generated,2025-07-12T11:53:36.891631
521,2021,15,2021-11-28,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.891563
523,2021,15,2021-11-28,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.891598
534,2021,16,2021-12-05,Athletic Bilbao,Real Sociedad,3,1,H,Generated,2025-07-12T11:53:36.891787
532,2021,16,2021-12-05,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.891752
539,2021,16,2021-12-05,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.891869
