id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,source_url,scraped_at,data_hash
208,2021,21,2022-01-02,Real Madrid,Sevilla,1,1,D,https://example.com/2021/matchday/21,2025-07-12T12:02:47.125748,33660e475b6327ce95b76d6c22b302b6
209,2021,21,2022-01-02,Celta Vigo,Huesca,4,1,H,https://example.com/2021/matchday/21,2025-07-12T12:02:47.125781,9013a62cf424ff260fcb435539bfd121
210,2021,21,2022-01-02,Valencia,Villarreal,2,2,D,https://example.com/2021/matchday/21,2025-07-12T12:02:47.125811,3326be5accbd2f218c28db87d836edea
960,2021,21,2022-01-02,Sevilla,Real Madrid,1,0,H,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082317,5afea4c17327efda3b6af214d45d98e1
961,2021,21,2022-01-02,Getafe,Villarreal,4,3,H,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082348,cd6f3bf2a673bb1cf34a99a92da9f514
962,2021,21,2022-01-02,Alavés,Barcelona,3,2,H,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082375,e4067b009ce58fddaffe82bed5b2c790
963,2021,21,2022-01-02,Celta Vigo,Cádiz,0,1,A,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082400,5744b7dcb8813f03e93e654eeee5b49e
964,2021,21,2022-01-02,Real Betis,Mallorca,0,1,A,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082425,3f78cf3f8f8af49e21caba9bf46f63d2
965,2021,21,2022-01-02,Granada,Espanyol,2,2,D,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082450,4d3240873f20bae855043f8b5fedd426
966,2021,21,2022-01-02,Valencia,Levante,0,3,A,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082475,8ca4a932e0001141e3ed6a9b2ffa76fc
967,2021,21,2022-01-02,Elche,Huesca,1,1,D,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082499,13a382b181e15fa302ccabb3a1edb567
968,2021,21,2022-01-02,Athletic Bilbao,Osasuna,1,1,D,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082546,f3f85f1e2a22ea671a5bba2ce4516731
969,2021,21,2022-01-02,Atlético Madrid,Real Sociedad,3,0,H,https://example.com/2021/matchday/21,2025-07-12T12:18:52.082573,fd8ccc1c3701ea15c1d4a4872742efa8
211,2021,22,2022-01-09,Osasuna,Espanyol,1,1,D,https://example.com/2021/matchday/22,2025-07-12T12:02:47.125860,b945fdeab38ffbe44f9a77b3aa8c766a
212,2021,22,2022-01-09,Valencia,Barcelona,2,0,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.125892,b31caa1cdf5422a677eeac5ceeececc1
213,2021,22,2022-01-09,Cádiz,Huesca,3,2,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.125928,0051dd3de3b9a5d5376d4d151829af94
214,2021,22,2022-01-09,Real Sociedad,Levante,4,1,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.125962,36c4539deb301e1832cf3eb7ed9c6349
215,2021,22,2022-01-09,Mallorca,Atlético Madrid,1,0,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126011,897562d3f59f07a5500d4fdb5b90df69
216,2021,22,2022-01-09,Granada,Alavés,3,1,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126044,cb1c7177d1c7bab037fe62bb6876d907
217,2021,22,2022-01-09,Celta Vigo,Villarreal,3,1,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126075,bce21603b9606bd49aabd92924fa3fa1
218,2021,22,2022-01-09,Athletic Bilbao,Real Betis,2,0,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126105,d995986d07014a593e2306c491cc004f
219,2021,22,2022-01-09,Sevilla,Elche,2,1,H,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126143,c99ea88fcea8c267f913b2aec4346dc6
220,2021,22,2022-01-09,Getafe,Real Madrid,1,1,D,https://example.com/2021/matchday/22,2025-07-12T12:02:47.126176,d41ff22417db5b7688816be9e2a11568
970,2021,22,2022-01-09,Alavés,Atlético Madrid,1,2,A,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082615,9a1879b2bee2489e0ac1062aff044d9d
971,2021,22,2022-01-09,Elche,Real Sociedad,4,2,H,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082643,0ae9bd16b020221f2d8360c730a90d6f
972,2021,22,2022-01-09,Mallorca,Real Betis,2,4,A,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082720,90a335c2e39f00afa2a0300d4a230dc3
973,2021,22,2022-01-09,Cádiz,Levante,1,1,D,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082780,0ac58c72f2fc54a08962731bf9bd63ad
974,2021,22,2022-01-09,Granada,Barcelona,4,1,H,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082811,55909429f677163526b25ac2c32c2ed4
975,2021,22,2022-01-09,Villarreal,Valencia,2,0,H,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082838,7b9fcb55cb50b2f730d832e670b21c74
976,2021,22,2022-01-09,Sevilla,Celta Vigo,1,1,D,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082878,f8caf068ade92cf0b768ed7add9cd4fe
977,2021,22,2022-01-09,Huesca,Espanyol,1,1,D,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082903,f050a44bef217e1737c2d89ab5199264
978,2021,22,2022-01-09,Getafe,Athletic Bilbao,0,2,A,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082927,4fc54559942c4e56aadf1aa5b6df20e2
979,2021,22,2022-01-09,Osasuna,Real Madrid,1,0,H,https://example.com/2021/matchday/22,2025-07-12T12:18:52.082952,0f8412bbb2ba3c919465d0aa6fc1449d
221,2021,23,2022-01-16,Sevilla,Villarreal,2,1,H,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126229,0de84cd19ed66f20c09477b1d2a7a3fa
222,2021,23,2022-01-16,Valencia,Real Sociedad,2,3,A,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126267,bab942668f5426e87fbf0f51a8c1966d
223,2021,23,2022-01-16,Levante,Elche,2,1,H,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126311,fb1a96f693b2e4951b8a43da94983310
224,2021,23,2022-01-16,Real Betis,Athletic Bilbao,1,1,D,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126341,b54d898476ec3b29cbf8823ceb89e1a9
225,2021,23,2022-01-16,Granada,Cádiz,1,1,D,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126372,9cc068c9c770a79fd201c947a45ef29e
226,2021,23,2022-01-16,Real Madrid,Huesca,3,2,H,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126397,b3490ddecd6ee9fa8ec5395da58d0ff3
227,2021,23,2022-01-16,Atlético Madrid,Mallorca,0,2,A,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126422,f29b038a21d3e2d7f074dca41b4efced
228,2021,23,2022-01-16,Celta Vigo,Espanyol,0,2,A,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126448,6f668e0c72cb0ecedd9471f4ee48f907
229,2021,23,2022-01-16,Getafe,Alavés,1,1,D,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126476,5522ee834414d6419b269d700a7680fc
230,2021,23,2022-01-16,Osasuna,Barcelona,3,2,H,https://example.com/2021/matchday/23,2025-07-12T12:02:47.126505,6dcdea347e9bca1c2443b6c205e8adc5
980,2021,23,2022-01-16,Cádiz,Getafe,2,1,H,https://example.com/2021/matchday/23,2025-07-12T12:18:52.082996,80fc8bcf14b0e21b572a78479748d793
981,2021,23,2022-01-16,Granada,Real Madrid,1,1,D,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083023,0066ca2bf7de50945bd92d2a4c33a50c
982,2021,23,2022-01-16,Mallorca,Athletic Bilbao,0,1,A,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083047,419a8e6066b9334e5695293bf6318d0f
983,2021,23,2022-01-16,Sevilla,Celta Vigo,2,1,H,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083072,fdd07f8f614d0f1ec89fc2f8d4ee25c4
984,2021,23,2022-01-16,Real Betis,Alavés,2,1,H,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083096,c2f229fd5dd3386ba504c70bec0a0534
985,2021,23,2022-01-16,Atlético Madrid,Osasuna,3,0,H,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083130,4b1e066c5cf4779ca87f8aa6eff658ca
986,2021,23,2022-01-16,Elche,Espanyol,1,4,A,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083155,bc345a47af6eca6c711a4f2070e31c14
987,2021,23,2022-01-16,Valencia,Real Sociedad,3,2,H,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083181,0662b519436e9baa0f0e8aa8efb00b21
988,2021,23,2022-01-16,Villarreal,Huesca,0,2,A,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083206,1d46e8805eeca31a8dfc50c38ff318f6
989,2021,23,2022-01-16,Barcelona,Levante,1,2,A,https://example.com/2021/matchday/23,2025-07-12T12:18:52.083232,9c439fa40f64547cc1d2abed1ba13539
231,2021,24,2022-01-23,Athletic Bilbao,Alavés,1,3,A,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126551,71b5e7a0128135ed0dfa53c7ce79f504
232,2021,24,2022-01-23,Real Betis,Cádiz,3,2,H,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126581,9254ab756ee12788c23b457112f95f2f
233,2021,24,2022-01-23,Villarreal,Celta Vigo,1,3,A,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126609,6ecb77d1c82006929ae751190d390895
234,2021,24,2022-01-23,Osasuna,Getafe,1,2,A,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126636,2c84d05abd07bf0345143a698433270e
235,2021,24,2022-01-23,Huesca,Real Sociedad,1,1,D,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126662,db7ac4a9ded5bc11877c4ccd7302a337
236,2021,24,2022-01-23,Mallorca,Atlético Madrid,2,1,H,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126687,f7aa59d74a32146aa9e7f34885a0eb15
237,2021,24,2022-01-23,Valencia,Elche,3,1,H,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126720,b58f4bc291cce89918bb3c5062cb86f5
238,2021,24,2022-01-23,Barcelona,Espanyol,2,1,H,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126744,9b5275ca518ebe7cfccad22f2fe2ed7b
239,2021,24,2022-01-23,Levante,Granada,3,2,H,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126768,abbcea565fea01f232c8ccd79db39dfb
240,2021,24,2022-01-23,Sevilla,Real Madrid,1,1,D,https://example.com/2021/matchday/24,2025-07-12T12:02:47.126800,4d1c5a52f61c2785dfe3576c46542424
990,2021,24,2022-01-23,Levante,Granada,3,0,H,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083272,119c99edcdac0f06d061aa692e0d2c5e
991,2021,24,2022-01-23,Athletic Bilbao,Barcelona,1,3,A,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083298,f7fc656ae4b81852de826dc97074c715
992,2021,24,2022-01-23,Elche,Real Sociedad,3,3,D,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083324,f45bc70a481abe76840de6012e88440a
993,2021,24,2022-01-23,Valencia,Alavés,2,2,D,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083353,1c7f2ac89dfddc1f5515198f78871945
994,2021,24,2022-01-23,Real Betis,Cádiz,0,0,D,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083377,2f0f4eef45447e9a5e89bfda186f061b
995,2021,24,2022-01-23,Osasuna,Espanyol,1,0,H,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083403,d2e2cfe29b14b22868735915c9c563ce
996,2021,24,2022-01-23,Huesca,Sevilla,2,1,H,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083429,f39d3902ecdede3406944c44099afd84
997,2021,24,2022-01-23,Real Madrid,Getafe,2,3,A,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083456,caae14203fad2a07aa9b2e15af5c9086
998,2021,24,2022-01-23,Celta Vigo,Atlético Madrid,2,1,H,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083501,78a7d74453d0befd7cfcdfd03fc5ba8a
999,2021,24,2022-01-23,Mallorca,Villarreal,2,1,H,https://example.com/2021/matchday/24,2025-07-12T12:18:52.083530,f70c2e314223b5860f685a1e76190435
241,2021,25,2022-01-30,Cádiz,Espanyol,1,2,A,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126838,7a53f4f68062d8b503d835a7cca1aed4
242,2021,25,2022-01-30,Levante,Real Sociedad,0,1,A,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126865,a962ff70c368d950b4f3b1b7526752f5
243,2021,25,2022-01-30,Sevilla,Huesca,0,2,A,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126891,456505ed37d9546f357c2faa84c7b1fb
244,2021,25,2022-01-30,Real Madrid,Athletic Bilbao,2,0,H,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126915,69b3cf4b5a172a767ae34b74301cfdcf
245,2021,25,2022-01-30,Osasuna,Valencia,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126941,8e692ed013f232a8068fa86adc9c8e0a
246,2021,25,2022-01-30,Celta Vigo,Getafe,0,0,D,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126967,e8bf6da9ce6e1c310bdea182fce7c0e3
247,2021,25,2022-01-30,Villarreal,Atlético Madrid,0,2,A,https://example.com/2021/matchday/25,2025-07-12T12:02:47.126997,33813ecb0e7f2307df1df206758701a8
248,2021,25,2022-01-30,Elche,Real Betis,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:02:47.127024,364255004c59d61aa8c1258269541e52
249,2021,25,2022-01-30,Mallorca,Granada,4,1,H,https://example.com/2021/matchday/25,2025-07-12T12:02:47.127050,6003ab05a90871a483823f495ac2d65f
250,2021,25,2022-01-30,Barcelona,Alavés,1,3,A,https://example.com/2021/matchday/25,2025-07-12T12:02:47.127075,2d4774b5f2a672cb24e79984226481e4
1000,2021,25,2022-01-30,Valencia,Elche,2,3,A,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083573,4c0fcdeb6915ec91dd788add955b5285
1001,2021,25,2022-01-30,Cádiz,Real Sociedad,2,2,D,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083603,7a15d7696a5066c71d916b7f8a469ff9
1002,2021,25,2022-01-30,Osasuna,Barcelona,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083645,88314001639052504edc92348c630ccd
1003,2021,25,2022-01-30,Levante,Alavés,1,2,A,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083673,c0f6fdca683cc674a37b55b3f35e9388
1004,2021,25,2022-01-30,Real Betis,Getafe,0,3,A,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083701,2cbd8c0cfcc2a66c0f9d7b168bc4e93f
1005,2021,25,2022-01-30,Real Madrid,Huesca,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083727,9c7247878d1f0816a2140231a1be8bd4
1006,2021,25,2022-01-30,Celta Vigo,Athletic Bilbao,2,1,H,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083752,1779a42bc274738b49d6e416bee6773b
1007,2021,25,2022-01-30,Espanyol,Granada,3,1,H,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083781,91e3d343b27cdb960eaa8228f3fe3bd7
1008,2021,25,2022-01-30,Mallorca,Villarreal,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083808,8517509b6b8f91a6f8f5e33f113fb9d4
1009,2021,25,2022-01-30,Sevilla,Atlético Madrid,1,1,D,https://example.com/2021/matchday/25,2025-07-12T12:18:52.083833,7aa59f36f1901e1ee6db9911329216b6
251,2021,26,2022-02-06,Mallorca,Granada,3,4,A,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127111,5a2846b3d423a123bfd87b5f077edd07
252,2021,26,2022-02-06,Barcelona,Celta Vigo,1,1,D,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127138,488746d8a396641c8e73a560814a881e
253,2021,26,2022-02-06,Real Madrid,Levante,2,1,H,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127161,f884bfb4506439387d991efd76a76218
254,2021,26,2022-02-06,Espanyol,Cádiz,3,2,H,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127185,317dda841ac0ab0ae1da992586b854ad
255,2021,26,2022-02-06,Sevilla,Villarreal,1,1,D,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127209,72158fe9735327e34f50f7f65fc7fffd
256,2021,26,2022-02-06,Huesca,Athletic Bilbao,3,1,H,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127232,f1e783c8d03c875aa0e951deddf52981
257,2021,26,2022-02-06,Alavés,Valencia,2,1,H,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127266,9be8d126aa5460e9a2e413a0ae5ec0aa
258,2021,26,2022-02-06,Real Sociedad,Elche,2,0,H,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127291,f100d4999b33ed764978fbf5944ca979
259,2021,26,2022-02-06,Getafe,Real Betis,2,2,D,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127316,7b157cc2811e6c322dc8230805d97975
260,2021,26,2022-02-06,Osasuna,Atlético Madrid,1,3,A,https://example.com/2021/matchday/26,2025-07-12T12:02:47.127340,d277345efc681ac025fb9c43c763a52d
1010,2021,26,2022-02-06,Atlético Madrid,Huesca,2,1,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.083874,fa604725c9abcca16b3ed33eb19e45cf
1011,2021,26,2022-02-06,Celta Vigo,Getafe,4,1,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.083901,5074ce6791a8cf75accedb2bdf83224c
1012,2021,26,2022-02-06,Alavés,Barcelona,3,2,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.083927,d769cf9d5962239fcf0eb937558a2386
1013,2021,26,2022-02-06,Elche,Mallorca,3,1,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.083955,3c1541b5c8952d77f4ab44e9043db3e8
1014,2021,26,2022-02-06,Osasuna,Real Madrid,3,1,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.083981,d6859adee0a5f306774fdb2271eb6e63
1015,2021,26,2022-02-06,Cádiz,Espanyol,4,2,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.084007,e32ef7f5ca7d8591d7877210d1075726
1016,2021,26,2022-02-06,Granada,Real Sociedad,2,2,D,https://example.com/2021/matchday/26,2025-07-12T12:18:52.084032,55859ea10356825b60ed25b798b09dcf
1017,2021,26,2022-02-06,Real Betis,Valencia,1,2,A,https://example.com/2021/matchday/26,2025-07-12T12:18:52.084058,bf1a358d1056427280fc80c46a6221d9
1018,2021,26,2022-02-06,Levante,Sevilla,3,2,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.084083,8b890892aa290d2175366921b2f06062
1019,2021,26,2022-02-06,Villarreal,Athletic Bilbao,1,0,H,https://example.com/2021/matchday/26,2025-07-12T12:18:52.084117,904acaefede5adce6bcc930373b83ef3
261,2021,27,2022-02-13,Cádiz,Granada,2,0,H,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127384,f2da93ed8396d076cff7ff1849339104
262,2021,27,2022-02-13,Elche,Athletic Bilbao,2,3,A,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127411,e4182d3560210dda21ec94432fdb6503
263,2021,27,2022-02-13,Mallorca,Levante,3,2,H,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127435,fc9dd288db02192ffaa79a2efdd78955
264,2021,27,2022-02-13,Villarreal,Real Betis,2,2,D,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127458,7b0fe7f8ac4ee51f8eca6aff3e849908
265,2021,27,2022-02-13,Celta Vigo,Osasuna,0,0,D,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127483,be4419888576806587d29b525142a3da
266,2021,27,2022-02-13,Sevilla,Alavés,3,3,D,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127506,5e502cb7a9b04f41447e55e19d3d0b8a
267,2021,27,2022-02-13,Atlético Madrid,Espanyol,0,1,A,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127529,788c5d402e1fb9c5b03853eef7335d85
268,2021,27,2022-02-13,Real Madrid,Barcelona,1,4,A,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127553,cb5216618c2f1a44db2f40e8edaf79b9
269,2021,27,2022-02-13,Real Sociedad,Valencia,1,1,D,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127575,c69968a402cb8cb859b9661d5fa53e30
270,2021,27,2022-02-13,Huesca,Getafe,1,2,A,https://example.com/2021/matchday/27,2025-07-12T12:02:47.127599,2ac7d6423072fd3112279cef46d2080e
1020,2021,27,2022-02-13,Celta Vigo,Granada,2,1,H,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084159,42044957787c5911f525994b06aaba6b
1021,2021,27,2022-02-13,Levante,Villarreal,1,3,A,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084185,7fd4627651b5a99b30c3dd07e548e556
1022,2021,27,2022-02-13,Elche,Alavés,1,1,D,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084219,0eff6b962c0a6a5d9d4fbc39e4906d81
1023,2021,27,2022-02-13,Atlético Madrid,Athletic Bilbao,0,0,D,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084246,6864ab56ba94c2eb450fcaa84319c67c
1024,2021,27,2022-02-13,Espanyol,Mallorca,1,0,H,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084273,896d92278cfbca2a8a6e43d1a04999f1
1025,2021,27,2022-02-13,Osasuna,Cádiz,0,2,A,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084300,e6833145026e9cd142f4513375fce3c0
1026,2021,27,2022-02-13,Real Sociedad,Huesca,1,1,D,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084325,1cf1d6966ba0462a2ba95b8a14bea450
1027,2021,27,2022-02-13,Getafe,Real Betis,1,1,D,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084350,bf2e9b12e6b5663aed49435dae1031c1
1028,2021,27,2022-02-13,Barcelona,Sevilla,4,0,H,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084378,bffd46c2bdc82021fe6e5f8684e0f35e
1029,2021,27,2022-02-13,Valencia,Real Madrid,0,0,D,https://example.com/2021/matchday/27,2025-07-12T12:18:52.084406,1d3b6cb7b4d86d927024fcb828b01718
271,2021,28,2022-02-20,Real Sociedad,Huesca,2,0,H,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127633,ac7f6a568b8a38e8b36a011d5837b594
272,2021,28,2022-02-20,Valencia,Levante,2,1,H,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127742,12aab1c83e2d17bd0a86bc721e3ecafe
273,2021,28,2022-02-20,Mallorca,Atlético Madrid,0,2,A,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127799,ff2a84d43e84fd12cbe6d5ce286c3b1f
274,2021,28,2022-02-20,Espanyol,Real Betis,2,1,H,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127864,307afd9e7b332c62949c1ed2254c793b
275,2021,28,2022-02-20,Athletic Bilbao,Alavés,3,4,A,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127916,c30da9ab731eedc4a834f57a79c120a1
276,2021,28,2022-02-20,Barcelona,Sevilla,2,2,D,https://example.com/2021/matchday/28,2025-07-12T12:02:47.127999,0e57225b770d2410ada804532e667f01
277,2021,28,2022-02-20,Cádiz,Elche,1,2,A,https://example.com/2021/matchday/28,2025-07-12T12:02:47.128029,9666e31b9d662eeb350d1d89f1b3984d
278,2021,28,2022-02-20,Celta Vigo,Granada,0,0,D,https://example.com/2021/matchday/28,2025-07-12T12:02:47.128054,e26c5da136590aa68ecc1a5cdff1c108
279,2021,28,2022-02-20,Getafe,Osasuna,1,1,D,https://example.com/2021/matchday/28,2025-07-12T12:02:47.128095,07108b0bc812d8812c4de72def77ba82
280,2021,28,2022-02-20,Villarreal,Real Madrid,0,4,A,https://example.com/2021/matchday/28,2025-07-12T12:02:47.128119,0ab376ad9bf882e397a1307b4accb127
1030,2021,28,2022-02-20,Villarreal,Espanyol,1,1,D,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084443,375a52a00dbce000e590e885ae9f927c
1031,2021,28,2022-02-20,Elche,Granada,0,1,A,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084470,0b356be4827392e99e6d42cc0adb22d1
1032,2021,28,2022-02-20,Real Betis,Real Sociedad,2,0,H,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084497,62e8482ae362334d1526110ba85bf576
1033,2021,28,2022-02-20,Alavés,Atlético Madrid,2,1,H,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084524,2034542b780387b5ed8ee742671932dc
1034,2021,28,2022-02-20,Athletic Bilbao,Sevilla,2,2,D,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084550,91eebbe24221371f9b226172c18dab08
1035,2021,28,2022-02-20,Levante,Celta Vigo,2,1,H,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084576,57b4e7ff3523fd0e76c37fc120a12ba5
1036,2021,28,2022-02-20,Real Madrid,Getafe,0,2,A,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084610,e8f1b54907c3792e60dde80b37b4f3dd
1037,2021,28,2022-02-20,Cádiz,Valencia,1,2,A,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084636,ab3c05a525e41aeedb40f8cadbce6b15
1038,2021,28,2022-02-20,Huesca,Osasuna,1,1,D,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084664,4e9e515f6698503c1babca176b8b9c37
1039,2021,28,2022-02-20,Mallorca,Barcelona,1,2,A,https://example.com/2021/matchday/28,2025-07-12T12:18:52.084689,468a4f0fa23cf751467fd3f680ccb8bd
281,2021,29,2022-02-27,Real Sociedad,Atlético Madrid,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128157,1a93b80aafd0327a9e14655e13321fac
282,2021,29,2022-02-27,Osasuna,Granada,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128182,da6aa989bce553db21998f67767806b7
283,2021,29,2022-02-27,Huesca,Cádiz,1,2,A,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128206,6e17951e210d0921485cd03ad5abf1d1
284,2021,29,2022-02-27,Getafe,Barcelona,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128248,95b8e0473fe5509bc1b31ff1c4b6418e
285,2021,29,2022-02-27,Mallorca,Elche,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128272,78268e17743793113692b10214fe7a46
286,2021,29,2022-02-27,Real Betis,Valencia,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128297,4aa5db7289783692ba2a949c89dd186d
287,2021,29,2022-02-27,Real Madrid,Athletic Bilbao,2,0,H,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128321,758399bcb3fc596d2c37122cdf368cf0
288,2021,29,2022-02-27,Levante,Espanyol,1,0,H,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128344,8c3fcb3db780eaf16483c54e7103603a
289,2021,29,2022-02-27,Alavés,Villarreal,1,1,D,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128368,6132527267b7a41c5106d1425deebb2f
290,2021,29,2022-02-27,Sevilla,Celta Vigo,4,2,H,https://example.com/2021/matchday/29,2025-07-12T12:02:47.128410,27e7da5885bdf0de0400d6a0db4dcbbb
